DATES,Ryr
01/08/2016,7.520000000
01/09/2016,7.060000000
01/10/2016,7.470000000
01/11/2016,7.460000000
01/12/2016,7.240000000
01/01/2017,6.990000000
01/02/2017,7.120000000
01/03/2017,6.840000000
01/04/2017,6.470000000
01/05/2017,6.470000000
01/06/2017,6.750000000
01/07/2017,7.000000000
01/08/2017,6.950000000
01/09/2017,6.770000000
01/10/2017,6.860000000
01/11/2017,6.810000000
01/12/2017,6.770000000
01/01/2018,6.750000000
01/02/2018,6.900000000
01/03/2018,6.830000000
01/04/2018,6.670000000
01/05/2018,6.880000000
01/06/2018,6.930000000
01/07/2018,7.080000000
01/08/2018,7.120000000
01/09/2018,7.160000000
01/10/2018,7.500000000
01/11/2018,7.270000000
01/12/2018,7.020000000
01/01/2019,6.990000000
01/02/2019,6.980000000
01/03/2019,6.710000000
01/04/2019,6.940000000
01/05/2019,6.760000000
01/06/2019,6.220000000
01/07/2019,6.090000000
01/08/2019,6.110000000
01/09/2019,6.070000000
01/10/2019,6.100000000
01/11/2019,6.580000000
01/12/2019,6.420000000
01/01/2020,6.020000000
01/02/2020,6.220000000
01/03/2020,7.260000000
01/04/2020,7.200000000
01/05/2020,6.250000000
01/06/2020,6.650000000
01/07/2020,6.310000000
01/08/2020,6.210000000
01/09/2020,5.980000000
01/10/2020,6.040000000
01/11/2020,5.990000000
01/12/2020,5.880000000
